r,L,M,S
680.3,0.02485,0.00160099,0
680.4,0.0246759,0.00158904,0
680.5,0.0245029,0.00157719,0
680.6,0.024331,0.00156541,0
680.7,0.0241602,0.00155373,0
680.8,0.0239904,0.00154212,0
680.9,0.0238217,0.0015306,0
681,0.0236541,0.00151916,0
681.1,0.0234875,0.00150781,0
681.2,0.0233219,0.00149653,0
681.3,0.0231574,0.00148533,0
681.4,0.0229939,0.00147422,0
681.5,0.0228313,0.00146318,0
681.6,0.0226698,0.00145222,0
681.7,0.0225093,0.00144133,0
681.8,0.0223498,0.00143052,0
681.9,0.0221912,0.00141979,0
682,0.0220336,0.00140913,0
682.1,0.021877,0.00139855,0
682.2,0.0217213,0.00138804,0
682.3,0.0215666,0.00137761,0
682.4,0.0214128,0.00136724,0
682.5,0.0212599,0.00135695,0
682.6,0.0211079,0.00134673,0
682.7,0.0209569,0.00133658,0
682.8,0.0208068,0.0013265,0
682.9,0.0206575,0.00131649,0
683,0.0205092,0.00130655,0
683.1,0.0203618,0.00129667,0
683.2,0.0202152,0.00128686,0
683.3,0.0200695,0.00127712,0
683.4,0.0199247,0.00126745,0
683.5,0.0197807,0.00125784,0
683.6,0.0196376,0.0012483,0
683.7,0.0194953,0.00123882,0
683.8,0.0193539,0.00122941,0
683.9,0.0192133,0.00122006,0
684,0.0190735,0.00121078,0
684.1,0.0189346,0.00120155,0
684.2,0.0187965,0.00119239,0
684.3,0.0186591,0.00118329,0
684.4,0.0185226,0.00117425,0
684.5,0.0183869,0.00116527,0
684.6,0.018252,0.00115636,0
684.7,0.0181179,0.0011475,0
684.8,0.0179845,0.0011387,0
684.9,0.0178519,0.00112996,0
685,0.0177201,0.00112128,0
685.1,0.0175891,0.00111265,0
685.2,0.0174588,0.00110409,0
685.3,0.0173293,0.00109558,0
685.4,0.0172006,0.00108713,0
685.5,0.0170727,0.00107874,0
685.6,0.0169456,0.00107041,0
685.7,0.0168193,0.00106213,0
685.8,0.0166937,0.00105392,0
685.9,0.016569,0.00104576,0
686,0.0164451,0.00103766,0
686.1,0.016322,0.00102962,0
686.2,0.0161997,0.00102164,0
686.3,0.0160782,0.00101371,0
686.4,0.0159576,0.00100585,0
686.5,0.0158377,998043e-9,0
686.6,0.0157187,990296e-9,0
686.7,0.0156006,982607e-9,0
686.8,0.0154832,974977e-9,0
686.9,0.0153667,967405e-9,0
687,0.015251,959892e-9,0
687.1,0.0151362,952437e-9,0
687.2,0.0150222,94504e-8,0
687.3,0.014909,937701e-9,0
687.4,0.0147967,930421e-9,0
687.5,0.0146852,923198e-9,0
687.6,0.0145745,916034e-9,0
687.7,0.0144647,908927e-9,0
687.8,0.0143558,901877e-9,0
687.9,0.0142476,894886e-9,0
688,0.0141404,887951e-9,0
688.1,0.0140339,881074e-9,0
688.2,0.0139283,874254e-9,0
688.3,0.0138235,867491e-9,0
688.4,0.0137196,860785e-9,0
688.5,0.0136165,854135e-9,0
688.6,0.0135143,847542e-9,0
688.7,0.0134129,841005e-9,0
688.8,0.0133123,834524e-9,0
688.9,0.0132126,828099e-9,0
689,0.0131137,821729e-9,0
689.1,0.0130156,815415e-9,0
689.2,0.0129183,809156e-9,0
689.3,0.0128219,802953e-9,0
689.4,0.0127264,796804e-9,0
689.5,0.0126316,79071e-8,0
689.6,0.0125377,78467e-8,0
689.7,0.0124445,778685e-9,0
689.8,0.0123522,772753e-9,0
689.9,0.0122608,766875e-9,0
690,0.0121701,761051e-9,0
690.1,0.0120803,75528e-8,0
690.2,0.0119912,749561e-9,0
690.3,0.011903,743894e-9,0
690.4,0.0118155,738279e-9,0
690.5,0.0117288,732714e-9,0
690.6,0.0116428,727198e-9,0
690.7,0.0115576,721732e-9,0
690.8,0.0114731,716315e-9,0
690.9,0.0113894,710945e-9,0
691,0.0113063,705623e-9,0
691.1,0.011224,700348e-9,0
691.2,0.0111424,695118e-9,0
691.3,0.0110614,689934e-9,0
691.4,0.0109811,684796e-9,0
691.5,0.0109015,679701e-9,0
691.6,0.0108225,67465e-8,0
691.7,0.0107442,669643e-9,0
691.8,0.0106666,664678e-9,0
691.9,0.0105895,659755e-9,0
692,0.0105131,654874e-9,0
692.1,0.0104373,650034e-9,0
692.2,0.0103621,645235e-9,0
692.3,0.0102875,640475e-9,0
692.4,0.0102135,635755e-9,0
692.5,0.01014,631075e-9,0
692.6,0.0100672,626433e-9,0
692.7,0.00999487,621828e-9,0
692.8,0.00992312,617262e-9,0
692.9,0.00985192,612733e-9,0
693,0.00978127,60824e-8,0
693.1,0.00971115,603784e-9,0
693.2,0.00964156,599364e-9,0
693.3,0.00957249,594979e-9,0
693.4,0.00950393,590629e-9,0
693.5,0.00943588,586313e-9,0
693.6,0.00936833,582032e-9,0
693.7,0.00930127,577784e-9,0
693.8,0.0092347,57357e-8,0
693.9,0.00916861,569389e-9,0
694,0.009103,56524e-8,0
694.1,0.00903786,561123e-9,0
694.2,0.00897318,557038e-9,0
694.3,0.00890895,552984e-9,0
694.4,0.00884518,548962e-9,0
694.5,0.00878185,54497e-8,0
694.6,0.00871896,541008e-9,0
694.7,0.00865651,537076e-9,0
694.8,0.00859448,533174e-9,0
694.9,0.00853288,529301e-9,0
695,0.0084717,525457e-9,0
695.1,0.00841093,521641e-9,0
695.2,0.00835057,517854e-9,0
695.3,0.00829062,514095e-9,0
695.4,0.00823108,510364e-9,0
695.5,0.00817194,50666e-8,0
695.6,0.00811321,502984e-9,0
695.7,0.00805488,499335e-9,0
695.8,0.00799694,495713e-9,0
695.9,0.00793941,492118e-9,0
696,0.00788227,48855e-8,0
696.1,0.00782552,485007e-9,0
696.2,0.00776916,481491e-9,0
696.3,0.00771319,478001e-9,0
696.4,0.00765761,474536e-9,0
696.5,0.00760241,471097e-9,0
696.6,0.0075476,467683e-9,0
696.7,0.00749316,464295e-9,0
696.8,0.00743911,460931e-9,0
696.9,0.00738543,457592e-9,0
697,0.00733213,454277e-9,0
697.1,0.0072792,450987e-9,0
697.2,0.00722664,447721e-9,0
697.3,0.00717445,444478e-9,0
697.4,0.00712263,44126e-8,0
697.5,0.00707117,438065e-9,0
697.6,0.00702008,434893e-9,0
697.7,0.00696934,431744e-9,0
697.8,0.00691897,428619e-9,0
697.9,0.00686895,425516e-9,0
698,0.00681928,422436e-9,0
698.1,0.00676997,419378e-9,0
698.2,0.00672101,416343e-9,0
698.3,0.0066724,413329e-9,0
698.4,0.00662414,410338e-9,0
698.5,0.00657622,407368e-9,0
698.6,0.00652864,40442e-8,0
698.7,0.0064814,401493e-9,0
698.8,0.00643451,398588e-9,0
698.9,0.00638795,395703e-9,0
699,0.00634173,392839e-9,0
699.1,0.00629583,389997e-9,0
699.2,0.00625027,387174e-9,0
699.3,0.00620504,384372e-9,0
699.4,0.00616014,381591e-9,0
699.5,0.00611556,378829e-9,0
699.6,0.00607131,376087e-9,0
699.7,0.00602738,373366e-9,0
699.8,0.00598376,370663e-9,0
699.9,0.00594047,367981e-9,0
700,0.00589749,365317e-9,0
700.1,0.00585482,362673e-9,0
700.2,0.00581247,360048e-9,0
700.3,0.00577042,357441e-9,0
700.4,0.00572868,354854e-9,0
700.5,0.00568723,352284e-9,0
700.6,0.00564609,349734e-9,0
700.7,0.00560524,347201e-9,0
700.8,0.00556469,344686e-9,0
700.9,0.00552442,342189e-9,0
701,0.00548444,33971e-8,0
701.1,0.00544474,337248e-9,0
701.2,0.00540532,334804e-9,0
701.3,0.00536619,332376e-9,0
701.4,0.00532732,329966e-9,0
701.5,0.00528873,327573e-9,0
701.6,0.00525041,325197e-9,0
701.7,0.00521236,322837e-9,0
701.8,0.00517457,320493e-9,0
701.9,0.00513705,318166e-9,0
702,0.00509978,315856e-9,0
702.1,0.00506277,313561e-9,0
702.2,0.00502602,311282e-9,0
702.3,0.00498951,309019e-9,0
702.4,0.00495326,306771e-9,0
702.5,0.00491726,304539e-9,0
702.6,0.0048815,302323e-9,0
702.7,0.00484598,300121e-9,0
702.8,0.0048107,297935e-9,0
702.9,0.00477567,295764e-9,0
703,0.00474086,293607e-9,0
703.1,0.0047063,291466e-9,0
703.2,0.00467196,289338e-9,0
703.3,0.00463786,287226e-9,0
703.4,0.00460398,285128e-9,0
703.5,0.00457032,283044e-9,0
703.6,0.0045369,280974e-9,0
703.7,0.00450369,278918e-9,0
703.8,0.0044707,276876e-9,0
703.9,0.00443793,274848e-9,0
704,0.00440538,272834e-9,0
704.1,0.00437304,270833e-9,0
704.2,0.00434091,268845e-9,0
704.3,0.00430899,266871e-9,0
704.4,0.00427728,26491e-8,0
704.5,0.00424578,262963e-9,0
704.6,0.00421448,261028e-9,0
704.7,0.00418338,259106e-9,0
704.8,0.00415248,257197e-9,0
704.9,0.00412179,255301e-9,0
705,0.00409129,253417e-9,0
705.1,0.00406099,251546e-9,0
705.2,0.00403089,249688e-9,0
705.3,0.00400097,247842e-9,0
705.4,0.00397126,246008e-9,0
705.5,0.00394174,244187e-9,0
705.6,0.00391241,242378e-9,0
705.7,0.00388328,240581e-9,0
705.8,0.00385434,238797e-9,0
705.9,0.00382559,237025e-9,0
706,0.00379703,235265e-9,0
706.1,0.00376866,233517e-9,0
706.2,0.00374049,231782e-9,0
706.3,0.0037125,230059e-9,0
706.4,0.0036847,228347e-9,0
706.5,0.0036571,226648e-9,0
706.6,0.00362968,224961e-9,0
706.7,0.00360245,223285e-9,0
706.8,0.0035754,221622e-9,0
706.9,0.00354854,219971e-9,0
707,0.00352187,218331e-9,0
707.1,0.00349538,216703e-9,0
707.2,0.00346908,215087e-9,0
707.3,0.00344296,213482e-9,0
707.4,0.00341702,211889e-9,0
707.5,0.00339126,210308e-9,0
707.6,0.00336569,208738e-9,0
707.7,0.0033403,20718e-8,0
707.8,0.00331509,205633e-9,0
707.9,0.00329005,204098e-9,0
708,0.0032652,202574e-9,0
708.1,0.00324052,201061e-9,0
708.2,0.00321602,19956e-8,0
708.3,0.0031917,19807e-8,0
708.4,0.00316755,196591e-9,0
708.5,0.00314358,195123e-9,0
708.6,0.00311979,193666e-9,0
708.7,0.00309616,19222e-8,0
708.8,0.00307271,190785e-9,0
708.9,0.00304943,189361e-9,0
709,0.00302632,187948e-9,0
709.1,0.00300338,186546e-9,0
709.2,0.00298061,185154e-9,0
709.3,0.00295801,183773e-9,0
709.4,0.00293558,182403e-9,0
709.5,0.00291332,181043e-9,0
709.6,0.00289122,179694e-9,0
709.7,0.00286928,178355e-9,0
709.8,0.00284751,177027e-9,0
709.9,0.00282591,175709e-9,0
710,0.00280447,174402e-9,0
710.1,0.00278319,173104e-9,0
710.2,0.00276207,171817e-9,0
710.3,0.00274111,17054e-8,0
710.4,0.00272031,169273e-9,0
710.5,0.00269967,168016e-9,0
710.6,0.00267919,166769e-9,0
710.7,0.00265886,165532e-9,0
710.8,0.00263869,164304e-9,0
710.9,0.00261868,163086e-9,0
711,0.00259882,161878e-9,0
711.1,0.00257911,160679e-9,0
711.2,0.00255955,15949e-8,0
711.3,0.00254015,15831e-8,0
711.4,0.0025209,157139e-9,0
711.5,0.00250179,155977e-9,0
711.6,0.00248284,154825e-9,0
711.7,0.00246403,153681e-9,0
711.8,0.00244537,152547e-9,0
711.9,0.00242686,151422e-9,0
712,0.00240849,150305e-9,0
712.1,0.00239026,149197e-9,0
712.2,0.00237218,148098e-9,0
712.3,0.00235424,147008e-9,0
712.4,0.00233645,145926e-9,0
712.5,0.00231879,144853e-9,0
712.6,0.00230127,143788e-9,0
712.7,0.0022839,142732e-9,0
712.8,0.00226666,141684e-9,0
712.9,0.00224955,140644e-9,0
713,0.00223259,139612e-9,0
713.1,0.00221576,138589e-9,0
713.2,0.00219906,137573e-9,0
713.3,0.0021825,136566e-9,0
713.4,0.00216607,135567e-9,0
713.5,0.00214977,134575e-9,0
713.6,0.00213361,133591e-9,0
713.7,0.00211757,132615e-9,0
713.8,0.00210167,131647e-9,0
713.9,0.00208589,130687e-9,0
714,0.00207024,129734e-9,0
714.1,0.00205472,128788e-9,0
714.2,0.00203932,12785e-8,0
714.3,0.00202405,12692e-8,0
714.4,0.0020089,125996e-9,0
714.5,0.00199388,12508e-8,0
714.6,0.00197897,124172e-9,0
714.7,0.00196419,12327e-8,0
714.8,0.00194954,122376e-9,0
714.9,0.001935,121488e-9,0
715,0.00192058,120608e-9,0
715.1,0.00190628,119735e-9,0
715.2,0.00189209,118868e-9,0
715.3,0.00187803,118008e-9,0
715.4,0.00186407,117156e-9,0
715.5,0.00185023,116309e-9,0
715.6,0.0018365,11547e-8,0
715.7,0.00182289,114637e-9,0
715.8,0.00180938,11381e-8,0
715.9,0.00179598,11299e-8,0
716,0.00178269,112176e-9,0
716.1,0.0017695,111368e-9,0
716.2,0.00175642,110567e-9,0
716.3,0.00174344,109772e-9,0
716.4,0.00173056,108983e-9,0
716.5,0.00171779,108199e-9,0
716.6,0.00170512,107422e-9,0
716.7,0.00169254,106651e-9,0
716.8,0.00168006,105886e-9,0
716.9,0.00166768,105126e-9,0
717,0.0016554,104373e-9,0
717.1,0.00164321,103624e-9,0
717.2,0.00163112,102882e-9,0
717.3,0.00161911,102145e-9,0
717.4,0.0016072,101414e-9,0
717.5,0.00159538,100688e-9,0
717.6,0.00158366,999672e-10,0
717.7,0.00157202,99252e-9,0
717.8,0.00156046,985422e-10,0
717.9,0.001549,978376e-10,0
718,0.00153762,971383e-10,0
718.1,0.00152633,96444e-9,0
718.2,0.00151512,957549e-10,0
718.3,0.00150399,950709e-10,0
718.4,0.00149295,943918e-10,0
718.5,0.00148199,937178e-10,0
718.6,0.00147111,930486e-10,0
718.7,0.00146031,923843e-10,0
718.8,0.00144959,917249e-10,0
718.9,0.00143895,910702e-10,0
719,0.00142839,904202e-10,0
719.1,0.0014179,89775e-9,0
719.2,0.00140749,891344e-10,0
719.3,0.00139716,884983e-10,0
719.4,0.0013869,878669e-10,0
719.5,0.00137671,8724e-8,0
719.6,0.0013666,866175e-10,0
719.7,0.00135656,859995e-10,0
719.8,0.00134659,853859e-10,0
719.9,0.00133669,847766e-10,0
720,0.00132687,841716e-10,0
720.1,0.00131711,83571e-9,0
720.2,0.00130742,829745e-10,0
720.3,0.0012978,823824e-10,0
720.4,0.00128825,817944e-10,0
720.5,0.00127877,812106e-10,0
720.6,0.00126936,80631e-9,0
720.7,0.00126001,800555e-10,0
720.8,0.00125074,794842e-10,0
720.9,0.00124153,78917e-9,0
721,0.00123238,783538e-10,0
721.1,0.00122331,777948e-10,0
721.2,0.0012143,772397e-10,0
721.3,0.00120535,766887e-10,0
721.4,0.00119647,761417e-10,0
721.5,0.00118766,755987e-10,0
721.6,0.00117891,750596e-10,0
721.7,0.00117023,745245e-10,0
721.8,0.00116161,739933e-10,0
721.9,0.00115305,73466e-9,0
722,0.00114456,729425e-10,0
722.1,0.00113613,724229e-10,0
722.2,0.00112777,719072e-10,0
722.3,0.00111947,713952e-10,0
722.4,0.00111123,70887e-9,0
722.5,0.00110305,703826e-10,0
722.6,0.00109493,69882e-9,0
722.7,0.00108688,693851e-10,0
722.8,0.00107888,688918e-10,0
722.9,0.00107095,684023e-10,0
723,0.00106308,679164e-10,0
723.1,0.00105526,674342e-10,0
723.2,0.00104751,669555e-10,0
723.3,0.00103982,664805e-10,0
723.4,0.00103218,66009e-9,0
723.5,0.0010246,655411e-10,0
723.6,0.00101709,650768e-10,0
723.7,0.00100963,646159e-10,0
723.8,0.00100222,641586e-10,0
723.9,99488e-8,637047e-10,0
724,987592e-9,632542e-10,0
724.1,980361e-9,628072e-10,0
724.2,973187e-9,623636e-10,0
724.3,966068e-9,619234e-10,0
724.4,959005e-9,614865e-10,0
724.5,951997e-9,61053e-9,0
724.6,945044e-9,606228e-10,0
724.7,938146e-9,60196e-9,0
724.8,931303e-9,597724e-10,0
724.9,924513e-9,59352e-9,0
725,917777e-9,589349e-10,0
725.1,911094e-9,585211e-10,0
725.2,904464e-9,581104e-10,0
725.3,897886e-9,577029e-10,0
725.4,891361e-9,572985e-10,0
725.5,884886e-9,568971e-10,0
725.6,878462e-9,564989e-10,0
725.7,872088e-9,561037e-10,0
725.8,865765e-9,557115e-10,0
725.9,85949e-8,553223e-10,0
726,853264e-9,54936e-9,0
726.1,847087e-9,545527e-10,0
726.2,840957e-9,541722e-10,0
726.3,834875e-9,537946e-10,0
726.4,82884e-8,534198e-10,0
726.5,822851e-9,530478e-10,0
726.6,816908e-9,526786e-10,0
726.7,811011e-9,523122e-10,0
726.8,805159e-9,519485e-10,0
726.9,799352e-9,515875e-10,0
727,793589e-9,512291e-10,0
727.1,78787e-8,508734e-10,0
727.2,782195e-9,505203e-10,0
727.3,776562e-9,501699e-10,0
727.4,770972e-9,49822e-9,0
727.5,765424e-9,494766e-10,0
727.6,759919e-9,491338e-10,0
727.7,754454e-9,487934e-10,0
727.8,749031e-9,484556e-10,0
727.9,743648e-9,481202e-10,0
728,738306e-9,477872e-10,0
728.1,733004e-9,474566e-10,0
728.2,727741e-9,471284e-10,0
728.3,722517e-9,468026e-10,0
728.4,717332e-9,464791e-10,0
728.5,712186e-9,46158e-9,0
728.6,707077e-9,458391e-10,0
728.7,702007e-9,455225e-10,0
728.8,696974e-9,452082e-10,0
728.9,691978e-9,448961e-10,0
729,687018e-9,445862e-10,0
729.1,682095e-9,442785e-10,0
729.2,677208e-9,43973e-9,0
729.3,672357e-9,436697e-10,0
729.4,667542e-9,433684e-10,0
729.5,662761e-9,430693e-10,0
729.6,658015e-9,427723e-10,0
729.7,653304e-9,424774e-10,0
729.8,648626e-9,421845e-10,0
729.9,643983e-9,418937e-10,0
730,639373e-9,416049e-10,0
730.1,634796e-9,41318e-9,0
730.2,630253e-9,410332e-10,0
730.3,625742e-9,407504e-10,0
730.4,621263e-9,404695e-10,0
730.5,616817e-9,401905e-10,0
730.6,612402e-9,399135e-10,0
730.7,608019e-9,396384e-10,0
730.8,603667e-9,393652e-10,0
730.9,599347e-9,390939e-10,0
731,595057e-9,388245e-10,0
731.1,590798e-9,385569e-10,0
731.2,586569e-9,382912e-10,0
731.3,58237e-8,380273e-10,0
731.4,578201e-9,377652e-10,0
731.5,574061e-9,375049e-10,0
731.6,569951e-9,372465e-10,0
731.7,565869e-9,369898e-10,0
731.8,561817e-9,367348e-10,0
731.9,557793e-9,364816e-10,0
732,553797e-9,362302e-10,0
732.1,54983e-8,359805e-10,0
732.2,54589e-8,357324e-10,0
732.3,541978e-9,354861e-10,0
732.4,538094e-9,352415e-10,0
732.5,534237e-9,349986e-10,0
732.6,530406e-9,347573e-10,0
732.7,526603e-9,345177e-10,0
732.8,522826e-9,342797e-10,0
732.9,519075e-9,340433e-10,0
733,51535e-8,338086e-10,0
733.1,511652e-9,335754e-10,0
733.2,507979e-9,333439e-10,0
733.3,504331e-9,331139e-10,0
733.4,500709e-9,328855e-10,0
733.5,497112e-9,326587e-10,0
733.6,49354e-8,324334e-10,0
733.7,489992e-9,322096e-10,0
733.8,486469e-9,319874e-10,0
733.9,48297e-8,317666e-10,0
734,479496e-9,315474e-10,0
734.1,476045e-9,313297e-10,0
734.2,472618e-9,311134e-10,0
734.3,469215e-9,308986e-10,0
734.4,465835e-9,306853e-10,0
734.5,462478e-9,304734e-10,0
734.6,459144e-9,30263e-9,0
734.7,455833e-9,30054e-9,0
734.8,452545e-9,298464e-10,0
734.9,449279e-9,296402e-10,0
735,446035e-9,294354e-10,0
735.1,442814e-9,29232e-9,0
735.2,439614e-9,2903e-8,0
735.3,436437e-9,288294e-10,0
735.4,433282e-9,286301e-10,0
735.5,430148e-9,284322e-10,0
735.6,427037e-9,282357e-10,0
735.7,423947e-9,280406e-10,0
735.8,420879e-9,278468e-10,0
735.9,417833e-9,276544e-10,0
736,414809e-9,274634e-10,0
736.1,411807e-9,272737e-10,0
736.2,408826e-9,270853e-10,0
736.3,405866e-9,268983e-10,0
736.4,402928e-9,267127e-10,0
736.5,400012e-9,265284e-10,0
736.6,397117e-9,263454e-10,0
736.7,394243e-9,261638e-10,0
736.8,391391e-9,259835e-10,0
736.9,388559e-9,258045e-10,0
737,385749e-9,256268e-10,0
737.1,38296e-8,254505e-10,0
737.2,380192e-9,252754e-10,0
737.3,377444e-9,251017e-10,0
737.4,374718e-9,249293e-10,0
737.5,372012e-9,247581e-10,0
737.6,369327e-9,245883e-10,0
737.7,366663e-9,244197e-10,0
737.8,364019e-9,242524e-10,0
737.9,361395e-9,240864e-10,0
738,358792e-9,239217e-10,0
738.1,356209e-9,237583e-10,0
738.2,353646e-9,235961e-10,0
738.3,351104e-9,234351e-10,0
738.4,348581e-9,232754e-10,0
738.5,346078e-9,23117e-9,0
738.6,343596e-9,229598e-10,0
738.7,341132e-9,228038e-10,0
738.8,338689e-9,226491e-10,0
738.9,336265e-9,224955e-10,0
739,333861e-9,223432e-10,0
739.1,331476e-9,221921e-10,0
739.2,32911e-8,220423e-10,0
739.3,326764e-9,218936e-10,0
739.4,324437e-9,217461e-10,0
739.5,322128e-9,215998e-10,0
739.6,319839e-9,214547e-10,0
739.7,317569e-9,213107e-10,0
739.8,315317e-9,21168e-9,0
739.9,313084e-9,210264e-10,0
740,310869e-9,20886e-9,0
740.1,308673e-9,207467e-10,0
740.2,306495e-9,206085e-10,0
740.3,304335e-9,204715e-10,0
740.4,302193e-9,203356e-10,0
740.5,300068e-9,202008e-10,0
740.6,297961e-9,20067e-9,0
740.7,29587e-8,199343e-10,0
740.8,293797e-9,198027e-10,0
740.9,29174e-8,19672e-9,0
741,289699e-9,195424e-10,0
741.1,287674e-9,194138e-10,0
741.2,285666e-9,192862e-10,0
741.3,283673e-9,191595e-10,0
741.4,281695e-9,190338e-10,0
741.5,279733e-9,189091e-10,0
741.6,277786e-9,187852e-10,0
741.7,275854e-9,186623e-10,0
741.8,273936e-9,185403e-10,0
741.9,272033e-9,184192e-10,0
742,270145e-9,18299e-9,0
742.1,26827e-8,181796e-10,0
742.2,26641e-8,180611e-10,0
742.3,264563e-9,179434e-10,0
742.4,26273e-8,178266e-10,0
742.5,26091e-8,177105e-10,0
742.6,259104e-9,175953e-10,0
742.7,25731e-8,174809e-10,0
742.8,25553e-8,173672e-10,0
742.9,253762e-9,172544e-10,0
743,252007e-9,171423e-10,0
743.1,250265e-9,170309e-10,0
743.2,248534e-9,169203e-10,0
743.3,246816e-9,168105e-10,0
743.4,24511e-8,167013e-10,0
743.5,243416e-9,165929e-10,0
743.6,241733e-9,164851e-10,0
743.7,240062e-9,163781e-10,0
743.8,238403e-9,162718e-10,0
743.9,236754e-9,161661e-10,0
744,235117e-9,160611e-10,0
744.1,233491e-9,159567e-10,0
744.2,231875e-9,15853e-9,0
744.3,230271e-9,157499e-10,0
744.4,228677e-9,156475e-10,0
744.5,227093e-9,155457e-10,0
744.6,22552e-8,154445e-10,0
744.7,223958e-9,153439e-10,0
744.8,222405e-9,15244e-9,0
744.9,220862e-9,151446e-10,0
745,219329e-9,150458e-10,0
745.1,217806e-9,149475e-10,0
745.2,216293e-9,148499e-10,0
745.3,214789e-9,147528e-10,0
745.4,213296e-9,146563e-10,0
745.5,211811e-9,145604e-10,0
745.6,210337e-9,14465e-9,0
745.7,208872e-9,143702e-10,0
745.8,207417e-9,14276e-9,0
745.9,205971e-9,141824e-10,0
746,204535e-9,140893e-10,0
746.1,203108e-9,139969e-10,0
746.2,201691e-9,139049e-10,0
746.3,200283e-9,138136e-10,0
746.4,198885e-9,137228e-10,0
746.5,197496e-9,136326e-10,0
746.6,196117e-9,135429e-10,0
746.7,194747e-9,134538e-10,0
746.8,193386e-9,133653e-10,0
746.9,192035e-9,132773e-10,0
747,190692e-9,131899e-10,0
747.1,189359e-9,13103e-9,0
747.2,188035e-9,130167e-10,0
747.3,186721e-9,12931e-9,0
747.4,185415e-9,128458e-10,0
747.5,184119e-9,127612e-10,0
747.6,182831e-9,126771e-10,0
747.7,181553e-9,125935e-10,0
747.8,180283e-9,125106e-10,0
747.9,179023e-9,124281e-10,0
748,177771e-9,123462e-10,0
748.1,176528e-9,122649e-10,0
748.2,175294e-9,121841e-10,0
748.3,174069e-9,121038e-10,0
748.4,172853e-9,120241e-10,0
748.5,171645e-9,119449e-10,0
748.6,170446e-9,118662e-10,0
748.7,169255e-9,117881e-10,0
748.8,168074e-9,117105e-10,0
748.9,166901e-9,116334e-10,0
749,165736e-9,115569e-10,0
749.1,16458e-8,114808e-10,0
749.2,163432e-9,114054e-10,0
749.3,162293e-9,113304e-10,0
749.4,161162e-9,112559e-10,0
749.5,160039e-9,11182e-9,0
749.6,158925e-9,111086e-10,0
749.7,157818e-9,110357e-10,0
749.8,156721e-9,109633e-10,0
749.9,155631e-9,108914e-10,0
750,154549e-9,1082e-8,0
750.1,153476e-9,107491e-10,0
750.2,15241e-8,106788e-10,0
750.3,151353e-9,106089e-10,0
750.4,150303e-9,105395e-10,0
750.5,149261e-9,104706e-10,0
750.6,148227e-9,104022e-10,0
750.7,147201e-9,103343e-10,0
750.8,146182e-9,102669e-10,0
750.9,145171e-9,101999e-10,0
751,144167e-9,101334e-10,0
751.1,143171e-9,100674e-10,0
751.2,142182e-9,100018e-10,0
751.3,1412e-7,993673e-11,0
751.4,140226e-9,987209e-11,0
751.5,139258e-9,98079e-10,0
751.6,138298e-9,974417e-11,0
751.7,137345e-9,968088e-11,0
751.8,1364e-7,961804e-11,0
751.9,135461e-9,955563e-11,0
752,134528e-9,949367e-11,0
752.1,133603e-9,943213e-11,0
752.2,132685e-9,937103e-11,0
752.3,131773e-9,931036e-11,0
752.4,130868e-9,925011e-11,0
752.5,129969e-9,919029e-11,0
752.6,129077e-9,913088e-11,0
752.7,128192e-9,907188e-11,0
752.8,127313e-9,90133e-10,0
752.9,126441e-9,895513e-11,0
753,125574e-9,889736e-11,0
753.1,124714e-9,884e-8,0
753.2,123861e-9,878303e-11,0
753.3,123013e-9,872646e-11,0
753.4,122172e-9,867029e-11,0
753.5,121337e-9,86145e-10,0
753.6,120508e-9,855911e-11,0
753.7,119685e-9,85041e-10,0
753.8,118867e-9,844947e-11,0
753.9,118056e-9,839522e-11,0
754,117251e-9,834135e-11,0
754.1,116451e-9,828785e-11,0
754.2,115657e-9,823472e-11,0
754.3,114869e-9,818196e-11,0
754.4,114086e-9,812956e-11,0
754.5,113309e-9,807753e-11,0
754.6,112538e-9,802586e-11,0
754.7,111772e-9,797454e-11,0
754.8,111012e-9,792358e-11,0
754.9,110257e-9,787297e-11,0
755,109508e-9,782271e-11,0
755.1,108763e-9,77728e-10,0
755.2,108025e-9,772323e-11,0
755.3,107291e-9,7674e-9,0
755.4,106563e-9,762511e-11,0
755.5,10584e-8,757655e-11,0
755.6,105122e-9,752833e-11,0
755.7,104409e-9,748043e-11,0
755.8,103701e-9,743285e-11,0
755.9,102998e-9,738559e-11,0
756,1023e-7,733865e-11,0
756.1,101607e-9,729203e-11,0
756.2,100918e-9,724572e-11,0
756.3,100235e-9,719972e-11,0
756.4,995565e-10,715402e-11,0
756.5,988826e-10,710863e-11,0
756.6,982134e-10,706354e-11,0
756.7,975489e-10,701874e-11,0
756.8,968889e-10,697424e-11,0
756.9,962336e-10,693004e-11,0
757,955828e-10,688612e-11,0
757.1,949365e-10,684249e-11,0
757.2,942947e-10,679914e-11,0
757.3,936572e-10,675607e-11,0
757.4,930242e-10,671329e-11,0
757.5,923955e-10,667077e-11,0
757.6,917711e-10,662854e-11,0
757.7,911511e-10,658657e-11,0
757.8,905352e-10,654487e-11,0
757.9,899235e-10,650344e-11,0
758,893161e-10,646228e-11,0
758.1,887127e-10,642137e-11,0
758.2,881135e-10,638073e-11,0
758.3,875183e-10,634034e-11,0
758.4,869272e-10,63002e-10,0
758.5,8634e-8,626032e-11,0
758.6,857568e-10,622069e-11,0
758.7,851776e-10,618131e-11,0
758.8,846023e-10,614217e-11,0
